msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,The %field_type_label field type is used in the following field: @fields,The %field_type_label field type is used in the following fields: @fields,,,,,,
,Currently upgrading @migration (@current of @max total tasks),,,,,,,
,"Congratulations, you upgraded Drupal!",,,,,,,
,Completed 1 upgrade task successfully,Completed @count upgrade tasks successfully,,,,,,
,Running upgrade,,,,,,,
,"PHP OPcode caching can improve your site's performance considerably. It is <strong>highly recommended</strong> to have <a href=""http://php.net/manual/opcache.installation.php"" target=""_blank"">OPcache</a> installed on your server.",,,,,,,
,This identifier has illegal characters.,,,,,,,
,workspace,,,,,,,
,Activate Workspace,,,,,,,
,Would you like to activate the %workspace workspace?,,,,,,,
,The workspace name.,,,,,,,
,The workspace owner.,,,,,,,
,The time that the workspace was last edited.,,,,,,,
,Add a new @entity_type.,,,,,,,
,There is no @entity_type yet. @add_link,,,,,,,
,Store new items in,,,,,,,
,"For more information, refer to the help listed on this page or to the <a href="":docs"">online documentation</a> and <a href="":support"">support</a> pages at <a href="":drupal"">drupal.org</a>.",,,,,,,
,Module overviews,,,,,,,
,Module overviews are provided by modules. Overviews available for your installed modules:,,,,,,,
,Delete @entity_type,,,,,,,
,View the latest version,,,,,,,
Entity type label,@count @label,@count @label entities,,,,,,
,Create a new workspace,,,,,,,
,View own workspace,,,,,,,
,View any workspace,,,,,,,
,Edit own workspace,,,,,,,
,Edit any workspace,,,,,,,
,Delete own workspace,,,,,,,
,Delete any workspace,,,,,,,
,Bypass content entity access in own workspace,,,,,,,
,Allow all Edit/Update/Delete permissions for all content entities in a workspace owned by the user.,,,,,,,
,Parent path,,,,,,,
,Selected combination of day and month is not valid.,,,,,,,
,The import failed with the following message: %message,,,,,,,
,Parent menu link,,,,,,,
,Determines if a password needs hashing,,,,,,,
,"There is content for the entity type: @entity_type. <a href="":url"">Remove @entity_type_plural</a>.",,,,,,,
,View display '@id': Comment field formatter '@name' was disabled because it is using the comment view display '@display' (@mode) that was just disabled.,,,,,,,
,@name: @langcode,,,,,,,
,The configuration objects have different language codes so they cannot be translated:,,,,,,,
,Manage form modes,,,,,,,
,administration theme,,,,,,,
,All @entity_type_plural have been deleted.,,,,,,,
,"Views can be created from the <a href="":list"">Views list page</a> by using the ""Add view"" action. Existing views can be managed from the <a href="":list"">Views list page</a> by locating the view in the ""Enabled"" or ""Disabled"" list and selecting the desired operation action, for example ""Edit"".",,,,,,,
,Content moderation state,,,,,,,
,content moderation state,,,,,,,
,content moderation states,,,,,,,
,Default start date,,,,,,,
,Set a default value for the start date.,,,,,,,
,Set a default value for the end date.,,,,,,,
,Configure Content Moderation permissions,,,,,,,
,Upgraded @migration (processed 1 item total),Upgraded @migration (processed @count items total),,,,,,
,Continuing with @migration (processed 1 item),Continuing with @migration (processed @count items),,,,,,
,Testing missing dependencies,,,,,,,
,Minimal profile for running a test when dependencies are listed but missing.,,,,,,,
,"<p>Now that you have an overview of the ""Add languages"" feature, you can continue by:<ul><li>Adding a language</li><li>Adding a custom language</li><li><a href=""[site:url]admin/config/regional/language"">Viewing configured languages</a></li></ul></p>",,,,,,,
,"<p>Now that you have an overview of the ""Edit language"" feature, you can continue by:<ul><li>Editing a language</li><li><a href=""[site:url]admin/config/regional/language"">Viewing configured languages</a></li></ul></p>",,,,,,,
,"<p>Now that you have an overview of the ""Languages"" page, you can continue by:<ul><li><a href=""[site:url]admin/config/regional/language/add"">Adding a language</a></li><li>Reordering languages</li><li>Editing a language</li><li>Deleting a language</li></ul></p>",,,,,,,
,"This page allows you to translate the user interface or modify existing translations. If you have installed your site initially in English, you must first add another language on the <a href=""[site:url]admin/config/regional/language"">Languages page</a>, in order to use this page.",,,,,,,
,"The translations you have made here will be used on your site's user interface. If you want to use them on another site or modify them on an external translation editor, you can <a href=""[site:url]admin/config/regional/translate/export"">export them</a> to a .po file and <a href=""[site:url]admin/config/regional/translate/import"">import them</a> later.",,,,,,,
,The field ID.,,,,,,,
,Last upgrade: @date,,,,,,,
,"Your server is capable of displaying file upload progress, but does not have the required libraries. It is recommended to install the <a href=""http://pecl.php.net/package/uploadprogress"">PECL uploadprogress library</a>.",,,,,,,
,Random number generation,,,,,,,
,"Filter by view name, machine name, description, or display path",,,,,,,
,"Enter a part of the view name, machine name, description, or display path to filter by.",,,,,,,
,"The Workflows module provides a UI and an API for creating workflows content. This lets site admins define workflows and their states, and then define transitions between those states. For more information, see the <a href="":workflow"">online documentation for the Workflows module</a>.",,,,,,,
,Configure workflows.,,,,,,,
,Create and edit workflows.,,,,,,,
,Edit state,,,,,,,
,Edit transition,,,,,,,
,From state IDs,,,,,,,
,From state ID,,,,,,,
,To state ID,,,,,,,
,Created the %label Workflow. In order for the workflow to be enabled there needs to be at least one state.,,,,,,,
,Workflow %label deleted.,,,,,,,
,There are no states yet.,,,,,,,
,"This workflow has no states and will be disabled until there is at least one, <a href="":add-state"">add a new state.</a>",,,,,,,
,Add a new state,,,,,,,
,There are no transitions yet.,,,,,,,
,Add a new transition,,,,,,,
,Saved the %label Workflow.,,,,,,,
,Created %label state.,,,,,,,
,Are you sure you want to delete %state from %workflow?,,,,,,,
,State %label deleted.,,,,,,,
,Saved %label state.,,,,,,,
,The transition from %from to %to already exists.,,,,,,,
,Created %label transition.,,,,,,,
,Are you sure you want to delete %transition from %workflow?,,,,,,,
,%transition transition deleted.,,,,,,,
,Saved %label transition.,,,,,,,
,Warnings found,,,,,,,
,Errors found,,,,,,,
,Translation of either the title or explanation.,,,,,,,
,Created the %label Workflow.,,,,,,,
,There are no transitions to or from this state yet.,,,,,,,
,"An intentionally plain theme with no styling to demonstrate default Drupal’s HTML and CSS. Learn how to build a custom theme from Stark in the <a href=""https://www.drupal.org/docs/8/theming"">Theming Guide</a>.",,,,,,,
,"A base theme with sensible default CSS classes added. Learn how to use Classy as a base theme in the <a href=""https://www.drupal.org/docs/8/theming"">Drupal 8 Theming Guide</a>.",,,,,,,
,There are no @label yet.,,,,,,,
,Merge content,,,,,,,
,Object type for this string,,,,,,,
,Translation ID.,,,,,,,
,Featured Articles,,,,,,,
,The %field date is incomplete.,,,,,,,
,Include locked languages such as <em>Not specified</em> and <em>Not applicable</em>,,,,,,,
,This workflow applies to:,,,,,,,
,State %state does not exist on %workflow workflow,,,,,,,
,Describe this media type. The text will be displayed on the <em>Add new media</em> page.,,,,,,,
,Added media type %name.,,,,,,,
,"No media types available. <a href="":url"">Add media type</a>.",,,,,,,
,Remove the @label role from the selected user(s),,,,,,,
,This workflow is in use. You cannot remove this workflow until you have removed all content using it.,,,,,,,
,Edit %label workflow,,,,,,,
,This workflow state is in use. You cannot remove this workflow state until you have removed all content using it.,,,,,,,
,Find and manage comments.,,,,,,,
,The approved comments listing.,,,,,,,
,Comments published,,,,,,,
,The unapproved comments listing.,,,,,,,
,Comments unapproved,,,,,,,
,!!binary MSBwbGFjZQNAY291bnQgcGxhY2Vz,,,,,,,
,!!binary MQNAY291bnQ=,,,,,,,
,File selection handler settings,,,,,,,
,User selection handler settings,,,,,,,
,Views selection handler settings,,,,,,,
,%workflow workflow: Use %transition transition.,,,,,,,
,A collection of states and transitions between those states.,,,,,,,
,"A particular condition that something is in at a specific time. The usage of the state is determined by a module that harnesses the Workflows module. For example, Content Moderation allows a state to be used for moderation of content by assigning a given state to a content item.",,,,,,,
,"The process of changing from one state to another. A transition can occur from multiple states, but only to one state.",,,,,,,
,Are you sure you want to remove the %label block?,,,,,,,
,The upgrade can take a long time. It is better to upgrade from a local copy of your site instead of directly from your live site.,,,,,,,
,Upgrade analysis report,,,,,,,
,Compatible,,,,,,,
,Cannot change the install profile from %profile to %new_profile once Drupal is installed.,,,,,,,
,"Use field label instead of the ""On"" label as the label.",,,,,,,
,Media Name,,,,,,,
,New site,,,,,,,
,Preparation steps,,,,,,,
,WARNING: Content may be overwritten on your new site.,,,,,,,
,I acknowledge I may lose data. Continue anyway.,,,,,,,
,There is conflicting content of these types:,,,,,,,
,%capital_name contains the following terms.,,,,,,,
,%vocabulary: Create terms,,,,,,,
,%vocabulary: Delete terms,,,,,,,
,%vocabulary: Edit terms,,,,,,,
,"There are no workflow types available. In order to create workflows you need to install a module that provides a workflow type. For example, the <a href="":content-moderation"">Content Moderation</a> module provides a workflow type that enables workflows for content entities.",,,,,,,
,There are no custom blocks available.,,,,,,,
,Find and moderate content.,,,,,,,
,"No moderated content available. Only pending versions of content, such as drafts, are listed here.",,,,,,,
,"No front page content has been created yet.<br/>Follow the <a target=""_blank"" href=""https://www.drupal.org/docs/user_guide/en/index.html"">User Guide</a> to start building your site.",,,,,,,
,Workspace name,,,,,,,
,A flag indicating whether this was a default revision when it was saved.,,,,,,,
Validation,Entity untranslatable fields,,,,,,,
,"The next page provides an overview of the modules that will be upgraded and those that will not be upgraded, before you proceed to perform the upgrade.",,,,,,,
,Modules that will not be upgraded,,,,,,,
,Modules that will be upgraded,,,,,,,
,What will be upgraded?,,,,,,,
,Module will not be upgraded,Modules will not be upgraded,,,,,,
,Module will be upgraded,Modules will be upgraded,,,,,,
,Experimental installation profile used,,,,,,,
,"Experimental profiles are provided for testing purposes only. Use at your own risk. To start building a new site, reinstall Drupal and choose a non-experimental profile.",,,,,,,
,Demo: Umami Food Magazine (Experimental),,,,,,,
,Install an example site that shows off some of Drupal’s capabilities.,,,,,,,
,Umami demo: Content,,,,,,,
,Imports the content for the Umami demo.,,,,,,,
,"Search by keyword, ingredient, dish",,,,,,,
,Umami,,,,,,,
,The theme used for the Umami food magazine demonstration site.,,,,,,,
,Go to the search page,,,,,,,
,"<span class=""by-author"">by @author_name</span> @created_date",,,,,,,
,"A banner block contains a title, summary, link to content and a background image. The background image is scaled to fill the browser's width.",,,,,,,
,Umami dates,,,,,,,
PHP date format,jS F Y,,,,,,,
,Hero or Banner,,,,,,,
,Articles aside,,,,,,,
,More featured articles,,,,,,,
,A view to create a list of featured articles from the Umami website.,,,,,,,
,Promoted Items,,,,,,,
,A view to list the items promoted to the top of the homepage.,,,,,,,
,Promoted Items Double,,,,,,,
,Attachment: Promoted Items Double,,,,,,,
,Block: Promoted Items - Single,,,,,,,
,Recipes listing,,,,,,,
,Umami Recipes Banner,,,,,,,
,Umami disclaimer,,,,,,,
,Umami footer promo,,,,,,,
,Non-translatable fields can only be changed when updating the current revision.,,,,,,,
,Non-translatable fields can only be changed when updating the original language.,,,,,,,
,@label (Original translation) - <em>The following @entity_type translations will be deleted:</em>,,,,,,,
,Are you sure you want to delete this @item?,Are you sure you want to delete these @items?,,,,,,
,Deleted @count item.,Deleted @count items.,,,,,,
,@count item has not been deleted because you do not have the necessary permissions.,@count items have not been deleted because you do not have the necessary permissions.,,,,,,
,"Provide the information to access the Drupal site you want to upgrade. Files can be imported into the upgraded site as well.  See the <a href="":url"">Upgrade documentation for more detailed instructions</a>.",,,,,,,
,The default language,,,,,,,
,"The ""%plugin_id"" was not found",,,,,,,
,You must have the pdo_sqlite PHP extension installed. See core/INSTALL.sqlite.txt for instructions.,,,,,,,
,Unable to automatically determine a port. Use the --port to hardcode an available port.,,,,,,,
Validation,Entity has field,,,,,,,
,The entity must have the %field_name field.,,,,,,,
,The entity does not support fields.,,,,,,,
,The selected installation profile %install_profile does not match the profile stored in configuration %config_profile.,,,,,,,
,Use existing configuration,,,,,,,
,Install %name using existing configuration.,,,,,,,
,The configuration from the directory %sync_directory will be used.,,,,,,,
,The default theme.,,,,,,,
,contact forms,,,,,,,
,contact message,,,,,,,
,contact messages,,,,,,,
,Custom menu links,,,,,,,
,custom menu link,,,,,,,
,custom menu links,,,,,,,
,workflows,,,,,,,
,Testing install profile all dependencies,,,,,,,
,Profile for testing that install profiles can require a module.,,,,,,,
,Testing install profile dependencies,,,,,,,
,A remotely hosted video from YouTube or Vimeo.,,,,,,,
,"The Workspaces module allows workspaces to be defined and switched between. Content is then assigned to the active workspace when created. For more information, see the <a href="":workspaces"">online documentation for the Workspaces module</a>.",,,,,,,
,Switch workspace,,,,,,,
,"Workspaces can not be installed when the contributed Workspace module is also installed. See the <a href="":link"">upgrade path</a> page for more information on how to upgrade.",,,,,,,
,Deploy Workspace,,,,,,,
,This form can only be submitted in the default workspace.,,,,,,,
,Switch to @workspace,,,,,,,
,Deploy content,,,,,,,
,Current workspace:,,,,,,,
,Denied access to view workspace %workspace_label for user %uid,,,,,,,
,workspaces,,,,,,,
,Activate the %workspace workspace.,,,,,,,
,%workspace_label is now the active workspace.,,,,,,,
,You do not have access to activate the %workspace_label workspace.,,,,,,,
,The following will also be deleted:,,,,,,,
,"This action cannot be undone, and will also delete all content created in this workspace.",,,,,,,
,1 @label revision.,@count @label revisions.,,,,,,
,Deploy %source_label workspace,,,,,,,
,There are no changes that can be deployed from %source_label to %target_label.,,,,,,,
,Successful deployment.,,,,,,,
,Deployment failed. All errors have been logged.,,,,,,,
,There is @count item that can be deployed from %source_label to %target_label,There are @count items that can be deployed from %source_label to %target_label,,,,,,
,Deploy @count item to @target,Deploy @count items to @target,,,,,,
,Select workspace,,,,,,,
Validation,Deleted workspace,,,,,,,
,A workspace with this ID has been deleted but data still exists for it.,,,,,,,
Validation,Entity workspace conflict,,,,,,,
,"The content is being edited in the %label workspace. As a result, your changes cannot be saved.",,,,,,,
,Drupal system cross profile test,,,,,,,
,Support module for testing that a module in one profile can be reused in another profile.,,,,,,,
,Card common,,,,,,,
,Card common alt,,,,,,,
,Short description of the image used by screen readers and displayed when the image is not loaded. This is important for accessibility.,,,,,,,
,Short description of the image used by screen readers and displayed when the image is not loaded. Enabling this field is recommended.,,,,,,,
,The default language for new terms.,,,,,,,
,Allows users to stage content or preview a full site by using multiple workspaces on a single site.,,,,,,,
,Testing requirements,,,,,,,
,Testing requirements failed requirements.,,,,,,,
,Profile for testing hook_requirements().,,,,,,,
,Object property for this string,,,,,,,
,Language for this term.,,,,,,,
Validation,Entity Reference Supported New Entities,,,,,,,
,%collection_label can only be created in the default workspace.,,,,,,,
,The time that the workspace was created.,,,,,,,
,View @node.type.entity.label,,,,,,,
,Testing site config,,,,,,,
,Minimal profile for testing with default site config.,,,,,,,
,Umami Home Banner,,,,,,,
,The specified file '%source' could not be copied to '%destination'.,,,,,,,
,Failed to unlink file '%path'.,,,,,,,
,Cannot delete '%path' because it is a directory. Use deleteRecursive() instead.,,,,,,,
,The file '%path' is not of a recognized type so it was not deleted.,,,,,,,
,The specified file '%source' could not be moved to '%destination'.,,,,,,,
,The source file '%source' could not be unlinked after copying to '%destination'.,,,,,,,
,File '%original_source' ('%realpath') could not be copied because it does not exist.,,,,,,,
,File '%original_source' could not be copied because it does not exist.,,,,,,,
,File '%original_source' could not be copied because a file by that name already exists in the destination directory ('%destination').,,,,,,,
,File '%source' could not be copied because it would overwrite itself.,,,,,,,
,Temporary file '%temp_name' could not be created.,,,,,,,
,"When checking for updates, anonymous information about your site is sent to <a href=""@drupal"">Drupal.org</a>.",,,,,,,
Examined,Checked,,,,,,,
,Select the state that new content will be assigned. This state will appear as the default in content forms and the available target states will be based on the transitions available from this state.,,,,,,,
,"Failed to save file due to error ""%error""",,,,,,,
,Has a path.,,,,,,,
,Welcome to the Umami Drupal demo,,,,,,,
,"Drupal is a powerful open source content management system and this demo, based on a fictional food magazine called Umami, will introduce you to some of Drupal's concepts and features.",,,,,,,
,Drupal's core capabilities,,,,,,,
,Drupal provides many of the features you need to start building powerful websites right out-of-the-box. The features presented in this demo are based entirely on Drupal 8's core functionality.,,,,,,,
,"This is the main navigation menu for the Umami website. It is simple to create and administer menus and you can create as many menus as your site requires. For example, this site provides this main navigation as well as the user navigation displayed above.",,,,,,,
,The Umami theme,,,,,,,
,This website uses the custom Umami theme to style its appearance. This theme has been created using CSS and by customizing Drupal's HTML templates that are built using the popular Twig templating system. Themes are also available for download and installation.,,,,,,,
,Managing content,,,,,,,
,This example website provides a collection of articles and recipes that demonstrate how content can easily be managed in a flexible and structured way.,,,,,,,
,Configuring content display,,,,,,,
,Display modes can be configured to provide different presentations of content. These promoted articles and recipes use the display modes feature to format the images with different ratios.,,,,,,,
,Displaying content with Views,,,,,,,
,"Drupal makes it simple to create lists of filtered content and control how the content is displayed using the Views feature. This latest recipes example uses a view to fetch the most recent four recipes, displays the view as a block that is positioned on the front page with the block system.",,,,,,,
,Continue exploring Drupal,,,,,,,
,The front page tour is now over. Feel free to click around and continue exploring Drupal.,,,,,,,
,"Enter a comma-separated list. For example: Vegetarian, Chocolate brownies, Appetizers",,,,,,,
,Use this taxonomy to group recipes of the same type together.,,,,,,,
,Recipe Collections,,,,,,,
,Recipe collections,,,,,,,
,"""@block"" block",,,,,,,
,Add new @entity-type %label,,,,,,,
Workflow state label,Archived,,,,,,,
Workflow state label,Draft,,,,,,,
Workflow state label,Published,,,,,,,
Workflow transition label,Archive,,,,,,,
Workflow transition label,Restore to Draft,,,,,,,
Workflow transition label,Restore,,,,,,,
,Create New Draft,,,,,,,
Workflow transition label,Publish,,,,,,,
,Claro,,,,,,,
,Claro settings,,,,,,,
,Filter the contents of the %view_title view,,,,,,,
,"A clean, accessible, and powerful Drupal administration theme.",,,,,,,
,Failed to connect to your database server. The server reports the following message: %error.<ul><li>Is the database server running?</li><li>Does the database exist or does the database user have sufficient privileges to create the database?</li><li>Have you entered the correct database name?</li><li>Have you entered the correct username and password?</li><li>Have you entered the correct database hostname and port number?</li></ul>,,,,,,,
,"Failed to connect to your database server. The server reports the following message: %error.<ul><li>Is the database server running?</li><li>Does the database exist, and have you entered the correct database name?</li><li>Have you entered the correct username and password?</li><li>Have you entered the correct database hostname and port number?</li></ul>",,,,,,,
,Failed to open or create database file %database. The database engine reports the following message when attempting to create the database: %error.,,,,,,,
,Failed to connect to database. The database engine reports the following message: %error.<ul><li>Does the database file exist?</li><li>Does web server have permission to write to the database file?</li>Does the web server have permission to write to the directory the database file should be created in?</li></ul>,,,,,,,
,The number of suggestions that will be listed. Use <em>0</em> to remove the limit.,,,,,,,
,Autocomplete suggestion list size: @size,,,,,,,
,Bosnia & Herzegovina,,,,,,,
,St. Barthélemy,,,,,,,
,Ceuta & Melilla,,,,,,,
,South Georgia & South Sandwich Islands,,,,,,,
,Heard & McDonald Islands,,,,,,,
,St. Kitts & Nevis,,,,,,,
,St. Martin,,,,,,,
,North Macedonia,,,,,,,
,Macao SAR China,,,,,,,
,St. Pierre & Miquelon,,,,,,,
,Svalbard & Jan Mayen,,,,,,,
,São Tomé & Príncipe,,,,,,,
,Eswatini,,,,,,,
,Turks & Caicos Islands,,,,,,,
,Trinidad & Tobago,,,,,,,
,St. Vincent & Grenadines,,,,,,,
,Wallis & Futuna,,,,,,,
,Media library settings,,,,,,,
,"The new site is missing modules corresponding to the old site's modules. Unless they are installed prior to the upgrade, configuration and/or content needed by them will not be available on your new site. <a href=':review'>Read the checklist</a> to help decide what to do.",,,,,,,
,A local file system path where temporary files will be stored. This directory should not be accessible over the web. This must be changed in settings.php.,,,,,,,
,Require summary,,,,,,,
,Always show summary,,,,,,,
,Too many password recovery requests from your IP address. It is temporarily blocked. Try again later or contact the site administrator.,,,,,,,
,Too many password recovery requests for this account. It is temporarily blocked. Try again later or contact the site administrator.,,,,,,,
,Provides an interface to create workflows with transitions between different states (for example publication or user status) provided by other modules.,,,,,,,
,Indicates the workspace that this revision belongs to.,,,,,,,
,Switch to Live,,,,,,,
,Would you like to switch to the live version of the site?,,,,,,,
,Switch to the live version of the site.,,,,,,,
,You are now viewing the live version of the site.,,,,,,,
,Nightwatch Testing,,,,,,,
,Minimal profile for running Nightwatch tests. Includes absolutely required modules only.,,,,,,,
,"An uploaded file or document, such as a PDF.",,,,,,,
,The parent workspace.,,,,,,,
,Merge workspace,,,,,,,
,Only top-level workspaces can be published.,,,,,,,
,Merge into @target_label,,,,,,,
,The %label workspace can not be deleted because it has child workspaces.,,,,,,,
,There are no changes that can be merged from %source_label to %target_label.,,,,,,,
,Would you like to merge the contents of the %source_label workspace into %target_label?,,,,,,,
,Merge workspace contents.,,,,,,,
,The contents of the %source_label workspace have been merged into %target_label.,,,,,,,
,There is @count item that can be merged from %source_label to %target_label,There are @count items that can be merged from %source_label to %target_label,,,,,,
,Workspace selection,,,,,,,
,Medium 8:7,,,,,,,
,Responsive 3x2,,,,,,,
,"Recursive rendering detected when rendering entity %entity_type: %entity_id, using the %field_name field on the %parent_entity_type:%parent_bundle %parent_entity_id entity. Aborting rendering.",,,,,,,
,"Enter the date using the format @placeholder_date (e.g., @date_format).",,,,,,,
,"Enter the time using the format @placeholder_time (e.g., @time_format).",,,,,,,
,Manage workspace,,,,,,,
,Other workspaces:,,,,,,,
,View all workspaces,,,,,,,
,Not compatible,,,,,,,
,Allows users to translate configuration text.,,,,,,,
,Allows users to translate content.,,,,,,,
,Caches pages for anonymous users and can be used when external page cache is not available.,,,,,,,
,Provides a user interface for creating and managing views.,,,,,,,
,"<p class=""text-align-center"">Explore recipes across every type of occasion, ingredient, and skill level.</p>",,,,,,,
,"<p class=""text-align-center"">Explore recipes across every type of occasion, ingredient, and skill level</p>",,,,,,,
,MariaDB,,,,,,,
,"MySQL, Percona Server, or equivalent",,,,,,,
,Required by the theme: @theme_names,Required by the themes: @theme_names,,,,,,
,Invalid version: @existing_version,,,,,,,
,Testing config dependencies and optional configuration,,,,,,,
,Stable 9,,,,,,,
,A base theme using Drupal 9.0.0's core markup and CSS.,,,,,,,
,<p>This is a test.</p>,,,,,,,
,"Uninstall a module. Your site should be in <a href=""@maintenance_topic"">maintenance mode</a> when you uninstall modules.",,,,,,,
,"If you want the new user to receive an email message notifying them of the new account, check <em>Notify user of new account</em>.",,,,,,,
,What is a role?,,,,,,,
,Normal menu link,,,,,,,
,Revert to defaults,,,,,,,
,Source string ID,,,,,,,
,Related topics,,,,,,,
,Steps,,,,,,,
,Thumbnail width,,,,,,,
,Thumbnail height,,,,,,,
,Workflow Settings,,,,,,,
,Read-only,,,,,,,
,Get Started,,,,,,,
,Bootstrap,,,,,,,
,visible,,,,,,,
,Content moderation states,,,,,,,
,Reusable,,,,,,,
,Add a new custom block,,,,,,,
,Default view mode,,,,,,,
,Manage layout,,,,,,,
,Close message,,,,,,,
,Layout ID,,,,,,,
,The layout has been saved.,,,,,,,
,Revision log,,,,,,,
,Resource type,,,,,,,
,View own unpublished media,,,,,,,
,@label has been removed.,,,,,,,
,Powered by,,,,,,,
,"The parent link ID (plid) is the mlid of the link above in the hierarchy, or zero if the link is at the top level in its menu.",,,,,,,
,The Drupal path or external path this link points to.,,,,,,,
,"For links corresponding to a Drupal path (external = 0), this connects the link to a {menu_router}.path for joins.",,,,,,,
,"The text displayed for the link, which may be modified by a title callback stored in {menu_router}.",,,,,,,
,"A flag to indicate if the link points to a full URL starting with a protocol, like http:// (1 = external, 0 = internal).",,,,,,,
,"Flag indicating whether any links have this link as a parent (1 = children exist, 0 = no children).",,,,,,,
,"Flag for whether this link should be rendered as expanded in menus - expanded links always have their child links displayed, instead of only when the link is in the active trail (1 = expanded, 0 = not expanded)",,,,,,,
,Link weight among links in the same menu at the same depth.,,,,,,,
,The depth relative to the top level. A link with plid == 0 will have depth == 1.,,,,,,,
,"A flag to indicate that the user has manually created or edited the link (1 = customized, 0 = not customized).",,,,,,,
,blocks,,,,,,,
,Resource title,,,,,,,
,Link text not trimmed,,,,,,,
,Provides a simple link field type.,,,,,,,
,Additional resources,,,,,,,
,Exposes entities and other resources as RESTful web API,,,,,,,
,media item,,,,,,,
,media items,,,,,,,
,Client error,,,,,,,
,@module_name,,,,,,,
,Field map,,,,,,,
,search page,,,,,,,
,The translation set id for this node,,,,,,,
,Drupal @version,,,,,,,
,menus,,,,,,,
,Autoplay: %autoplay,,,,,,,
,Loop: %loop,,,,,,,
,Muted: %muted,,,,,,,
,Display of multiple files,,,,,,,
,Save and select,,,,,,,
,"When CKEditor is chosen from the <em>Text editor</em> drop-down menu, its toolbar configuration is displayed. You can add and remove buttons from the <em>Active toolbar</em> by dragging and dropping them, and additional rows can be added to organize the buttons.",,,,,,,
,"If the <em>Source</em> button is available in the toolbar, users can click this button to disable the visual editor and edit the HTML source directly. After toggling back, the visual editor uses the allowed HTML tags to format the text — independent of whether buttons for these tags are available in the toolbar. If the text format is set to <em>limit the use of HTML tags</em>, then all excluded tags will be stripped out of the HTML source when the user toggles back to the text editor.",,,,,,,
,"If you change the text format on a text field, the text editor will change as well because the text editor configuration is associated with the individual text format. This allows the use of the same text editor with different options for different text formats. It also allows users to choose between text formats with different text editors if they are installed.",,,,,,,
,Deleting a @entity-type will cause any output still requesting to use that @entity-type to use the default display settings.,,,,,,,
,Additional data,,,,,,,
,"Display the standard add comment link used on regular @entity_type, which will only display if the viewing user has access to add a comment.",,,,,,,
,Relate all comments on the @entity_type. This will create 1 duplicate record for every comment. Usually if you need this it is better to create a comment view.,,,,,,,
,"Show the comment link in the form used on standard entity teasers, rather than the full entity form.",,,,,,,
,In the field settings you can define additional link text to be <em>optional</em> or <em>required</em> in any link field.,,,,,,,
,"If link text has been submitted for a URL, then by default this link text is displayed as a link to the URL. If you want to display both the link text <em>and</em> the URL, choose the appropriate link format from the drop-down menu in the <em>Manage display</em> page. If you only want to display the URL even if link text has been submitted, choose <em>Link</em> as the format, and then change its <em>Format settings</em> to display <em>URL only</em>.",,,,,,,
,"You can add attributes to links, by changing the <em>Format settings</em> in the <em>Manage display</em> page. Adding <em>rel=""nofollow""</em> notifies search engines that links should not be followed.",,,,,,,
,The Serialization module provides a service for serializing and deserializing data to and from formats such as JSON and XML.,,,,,,,
,"Serialization is the process of converting data structures like arrays and objects into a string. This allows the data to be represented in a way that is easy to exchange and store (for example, for transmission over the Internet or for storage in a local file system). These representations can then be deserialized to get back to the original data structures.",,,,,,,
,The serializer splits this process into two parts. Normalization converts an object to a normalized array structure. Encoding takes that array and converts it to a string.,,,,,,,
,"Your changes to <q>@entity-title</q> could not be saved, either due to a website problem or a network connection problem.<br>Please try again.",,,,,,,
,"Move a button into the <em>Active toolbar</em> to enable it, or into the list of <em>Available buttons</em> to disable it. Buttons may be moved with the mouse or keyboard arrow keys. Toolbar group names are provided to support screen reader users. Empty toolbar groups will be removed upon save.",,,,,,,
,"Missing ID key ""@id_key"" for this @entity_type import.",,,,,,,
,This operation does not change the original images but the copies created for this style will be recreated.,,,,,,,
,The title shown above the actions dropdown.,,,,,,,
,"The machine-readable name must be unique, and can only contain lowercase letters, numbers, and underscores. Additionally, it can not be the reserved word ""custom"".",,,,,,,
,"Unless you're experiencing problems with pagers related to this field, you should leave this at 0. If using multiple pagers on one page you may need to set this number to a higher value so as not to conflict within the ?page= array. Large values will add a lot of commas to your URLs, so avoid if possible.",,,,,,,
,Relate file entities to their usage.,,,,,,,
,"In the field settings, you can define the allowed file extensions (for example <em>pdf docx psd</em>) for the files that will be uploaded with the file field.",,,,,,,
,"The maximum file size that users can upload is limited by PHP settings of the server, but you can restrict by entering the desired value as the <em>Maximum upload size</em> setting. The maximum file size is automatically displayed to users in the help text of the file field.",,,,,,,
,"In the field settings, you can allow users to toggle whether individual files are displayed. In the display settings, you can then choose one of the following formats: <ul><li><em>Generic file</em> displays links to the files and adds icons that symbolize the file extensions. If <em>descriptions</em> are enabled and have been submitted, then the description is displayed instead of the file name.</li><li><em>URL to file</em> displays the full path to the file as plain text.</li><li><em>Table of files</em> lists links to the files and the file sizes in a table.</li><li><em>RSS enclosure</em> only displays the first file, and only in a RSS feed, formatted according to the RSS 2.0 syntax for enclosures.</li></ul> A file can still be linked to directly by its URI even if it is not displayed.",,,,,,,
,Flag to control whether this file should be displayed when viewing content,,,,,,,
,Weight among shortcuts in the same shortcut set.,,,,,,,
,"Relate nodes to taxonomy terms, specifying which vocabulary or vocabularies to use. This relationship will cause duplicated records if there are multiple terms.",,,,,,,
