msgctxt,msgid,msgid_plural,flags,references,extractedComments,comments,msgstr[0],msgstr[1]
,Send password reset instructions via email.,,,,,,Skicka instruktioner för att återställa lösenord via e-post.,
,@type language selected for page,,,,,,Språk @type valt för sida,
,Will not be accessible.,,,,,,Kommer inte vara tillgänglig.,
,@code (@title),,,,,,@code (@title),
,The following tokens are available. You may use Twig syntax in this field.,,,,,,Följande ersättningstecken är tillgängliga. Du kan använda syntax av typ Twig i detta fält.,
,"Override the view and other argument titles. You may use Twig syntax in this field as well as the ""arguments"" and ""raw_arguments"" arrays.",,,,,,"Åsidosätt vyn och andra argumenttitlar. Du kan använda syntax av typ Twig i detta fält såväl som array ""arguments"" och ""raw_arguments""",
,Override the view and other argument titles. You may use Twig syntax in this field.,,,,,,Åsidosätt vyn och andra argumenttitlar. Du kan använda syntax av typ Twig i detta fält.,
,The following replacement tokens are available for this argument.,,,,,,Följande ersättningstecken är tillgängliga för detta argument.,
,"The category this block will appear under on the <a href="":href"">blocks placement page</a>.",,,,,,"Kategorin detta block kommer visas under på <a href="":href"">sidan placering av block</a>.",
,You may also adjust the @settings for the currently selected access restriction.,,,,,,Du kan också ändra @settings för den valda åtkomstrestriktionen.,
,You may also adjust the @settings for the currently selected cache mechanism.,,,,,,Du kan också ändra @settings för den valda cache-metoden.,
,You may also adjust the @settings for the currently selected style.,,,,,,Du kan också ändra @settings för den valda stilen.,
,You may also adjust the @settings for the currently selected row style.,,,,,,Du kan också ändra @settings för den valda radutformningen.,
,You may also adjust the @settings for the currently selected pager.,,,,,,Du kan också ändra @settings för den valda pagineraren.,
,"The Views UI module provides an interface for managing views for the <a href="":views"">Views module</a>. For more information, see the <a href="":handbook"">online documentation for the Views UI module</a>.",,,,,,"Modulen Views UI tillhandahåller ett gränssnitt för att hantera vyer för modulen <a href="":views"">Views</a>. Läs <a href="":handbook"">dokumentationen online om modulen Views UI</a> för mer information.",
,"Views can be enabled or disabled from the <a href="":list"">Views list page</a>. To enable a view, find the view within the ""Disabled"" list and select the ""Enable"" operation. To disable a view find the view within the ""Enabled"" list and select the ""Disable"" operation.",,,,,,"Vyer kan aktiveras eller inaktiveras från <a href="":list"">Views listsida</a>. För att aktivera en vy, hitta vyn i listan ""Ej aktiverad"" och välj funktionen ""Aktivera"". För att inaktivera en vy, hitta vyn i listan ""Aktiverad"" och välj funktionen ""Inaktivera"".",
,"Views can be exported and imported as configuration files by using the <a href="":config"">Configuration Manager module</a>.",,,,,,"Vyer kan exporteras och importeras som konfigurationsfiler genom att använda modulen <a href="":config"">Konfigurationshanterare</a>.",
,Advanced Views settings,,,,,,Inställningar för utökade vyer,
,View @display_title,,,,,,Visa @display_title,
,Duplicate as @type,,,,,,Kopiera som @type,
,Add @display,,,,,,Lägg till @display,
,"By breaking this lock, any unsaved changes made by @user will be lost.",,,,,,Genom att bryta detta lås kommer ej sparade ändringar gjorda av @user försvinna.,
,@display '@id': Component '@name' was disabled because its settings depend on removed dependencies.,,,,,,"@display ""@id"": Komponent ""@name"" inaktiverades eftersom dess inställningar beror på borttagna beroenden.",
,No widget available for: %type.,,,,,,Ingen gränssnittskomponent tillgänglig för: %type.,
,This value is not valid.,,,,,,Detta värde är inte giltigt.,
,Create tasks that the system can execute.,,,,,,Skapa uppgifter som systemet kan utföra.,
,Adding comment types,,,,,,Lägga till kommentarstyper,
,"Configure how content is filtered when displayed, including which HTML tags are rendered, and enable module-provided filters.",,,,,,"Konfigurera hur innehåll filtreras vid visning inklusive vilka HTML-taggar som ska genereras, och aktivera filter tillhandahållna av moduler.",
,- None (original image) -,,,,,,- Ingen (originalbild) -,
,Configure the logging of content statistics.,,,,,,Konfigurera loggning av statistik för innehåll.,
,Checking site status,,,,,,Kontrollerar webbplatsens status,
,The following reason prevents @module.module_name from being uninstalled:,The following reasons prevent @module.module_name from being uninstalled:,,,,,@module.module_name kan inte avinstalleras på grund av följande anledning:,@module.module_name kan inte avinstalleras på grund av följande anledningar:
,%name is not recognized as a username or an email address.,,,,,,%name känns inte igen som ett användarnamn eller e-postadress.,
,Cache maximum age,,,,,,Äldsta ålder på cache,
,Creating and managing views,,,,,,Skapa och hantera vyer,
,Enabling and disabling views,,,,,,Aktivera och inaktivera vyer,
,Exporting and importing views,,,,,,Export och import av vyer,
,Stable,,,,,,Stabil,
,The language code.,,,,,,Språkkoden.,
,Aggregator RSS feed,,,,,,RSS-flöder för nyhetssamlare,
,Aggregator sources,,,,,,Källor för nyhetssamlare,
,Find and manage custom blocks.,,,,,,Hitta och hantera anpassade block.,
,Recent comments.,,,,,,Senaste kommentarer.,
,Editing languages,,,,,,Redigerar språk,
,"<p>This page provides the ability to add common languages to your site.</p><p>If the desired language is not available, you can add a custom language.</p>",,,,,,<p>Den här sidan ger möjligheten att lägga till vanliga språk på din webbplats.</p><p>Om det önskade språket inte är tillgängligt kan du lägga till ett anpassat språk.</p>,
,"<p>Choose a language from the list, or choose ""Custom language..."" at the end of the list.</p><p>Click the ""Add language"" button when you are done choosing your language.</p><p>When adding a custom language, you will get an additional form where you can provide the name, code, and direction of the language.</p>",,,,,,"<p>Välj ett språk från listan, eller välj ""Anpassat språk..."" i slutet av listan.</p><p>Klicka på knappen ""Lägg till språk"" när du har valt ditt språk.</p><p>När du lägger till ett anpassat språk får du ytterligare ett formulär där du kan ange namn, kod och riktning för språket.</p>",
,Continuing on,,,,,,Fortsätter på,
,"<p>This page provides the ability to edit a language on your site, including custom languages.</p>",,,,,,"<p>Denna sida tillhandahåller möjligheten att redigera språk på din webbplats, inklusive anpassade språk.</p>",
,"<p>You cannot change the code of a language on the site, since it is used by the system to keep track of the language.</p>",,,,,,<p>Du kan inte ändra koden för ett språk på webbplatsen eftersom det används av systemet för att hålla reda på språket.</p>,
,"<p>The language name is used throughout the site for all users and is written in English. Names of built-in languages can be translated using the Interface Translation module, and names of both built-in and custom languages can be translated using the Configuration Translation module.</p>",,,,,,<p>Språknamnet används på hela webbplatsen för alla användare och är skrivet på engelska. Namn på inbyggda språk kan översättas med hjälp av modulen Interface Translation och namnen på både inbyggda och anpassade språk kan översättas med hjälp av modulen Configuration Translation.</p>,
,"<p>Choose if the language is a ""Left to right"" or ""Right to left"" language.</p><p>Note that not all themes support ""Right to left"" layouts, so test your theme if you are using ""Right to left"".</p>",,,,,,"<p>Välj om språket är ett språk som läses ""Vänster till höger"" eller ""Höger till vänster"".</p><p>Observera att inte alla teman stöder layouter för ""Höger till vänster"" så testa ditt tema om du använder ""Höger till vänster"".</p>",
,"<p>The ""Languages"" page allows you to add, edit, delete, and reorder languages for the site.</p>",,,,,,"<p>Sidan ""Språk"" låter dig lägga till, redigera, ta bort och ändra ordningen på språk för webbplatsen.</p>",
,"<p>To add more languages to your site, click the ""Add language"" button.</p><p>Added languages will be displayed in the language list and can then be edited or deleted.</p>",,,,,,"<p>Klicka på knappen ""Lägg till språk"" för att lägga till fler språk på din webbplats.</p><p>Tillagda språk kommer att visas i språklistan och kan sedan redigeras eller tas bort.</p>",
,Reordering languages,,,,,,Ändrar ordningen på språk,
,"<p>To reorder the languages on your site, use the drag icons next to each language.</p><p>The order shown here is the display order for language lists on the site such as in the language switcher blocks provided by the Interface Translation and Content Translation modules.</p><p>When you are done with reordering the languages, click the ""Save configuration"" button for the changes to take effect.</p>",,,,,,"<p>Använd dragikoner bredvid varje språk för att ändra om ordningen på språken för webbplatsen.</p><p>Ordning som visas här är visningsordningen för språklistor på webbplatsen såsom i de språkbytarblock som tillhandahålls av modulerna Översättning av gränssnitt och Översättning av innehåll.</p><p>Klicka på knappen ""Spara konfiguration"" för att ändringarna ska träda i kraft när du är klar med att ändra ordningen på språken.</p>",
,Set a language as default,,,,,,Ställ in ett språk som förvalt,
,Modifying languages,,,,,,Ändrar språk,
,"<p>Operations are provided for editing and deleting your languages.</p><p>You can edit the name and the direction of the language.</p><p>Deleted languages can be added back at a later time. Deleting a language will remove all interface translations associated with it, and content in this language will be set to be language neutral. Note that you cannot delete the default language of the site.</p>",,,,,,"<p>Funktioner tillhandahålls för redigering och borttagning av dina språk.</p><p>Du kan redigera namnet och riktningen av språket.</p><p>Borttagna språk kan läggas tillbaka vid ett senare tillfälle. Borttagning av ett språk kommer att ta bort alla gränssnittsöversättningar i samband med det, och innehåll i detta språk kommer att sättas till att vara språkneutralt. Observera att du inte kan ta bort standardspråket på webbplatsen.</p>",
,Choose the language you want to translate.,,,,,,Välj det språk du vill översätta.,
,"Enter the specific word or sentence you want to translate, you can also write just a part of a word.",,,,,,Ange specifikt ord eller en mening som du vill översätta. Du kan också skriva bara en del av ett ord.,
,Filter the search,,,,,,Filtrera sökningen,
,"You can search for untranslated strings if you want to translate something that isn't translated yet. If you want to modify an existing translation, you might want to search only for translated strings.",,,,,,Du kan söka efter ej översatta strängar om du vill översätta något som inte är översatt ännu. Om du vill ändra en befintlig översättning kanske du enbart vill söka efter översatta strängar.,
,Apply your search criteria,,,,,,Tillämpa dina sökkriterier,
,"To apply your search criteria, click on the <em>Filter</em> button.",,,,,,Klicka på knappen <em>Filter</em> för att tillämpa dina sökkriterier.,
,You can write your own translation in the text fields of the right column. Try to figure out in which context the text will be used in order to translate it in the appropriate way.,,,,,,Du kan skriva din egen översättning i textfälten i den högra kolumnen. Försök att räkna ut i vilket sammanhang texten kommer att användas för att översätta det på lämpligt sätt.,
,Validate the translation,,,,,,Bekräfta översättningen,
,"When you have finished your translations, click on the <em>Save translations</em> button. You must save your translations, each time before changing the page or making a new search.",,,,,,Klicka på knappen <em>Spara översättningar</em> när du är klar med dina översättningar. Du måste spara dina översättningar innan du byter sida eller gör en ny sökning.,
,Welcome to [site:name],,,,,,Välkommen till [site:name],
,"Perform administrative tasks, including adding a description and creating a clone. Click the drop-down button to view the available options.",,,,,,"Utföra administrativa uppgifter, inklusive att lägga till en beskrivning och skapa en klon. Klicka på listrutan för att se tillgängliga alternativ.",
,"Choose how to output results. E.g., choose <em>Content</em> to output each item completely, using your configured display settings. Or choose <em>Fields</em>, which allows you to output only specific fields for each result. Additional formats can be added by installing modules to <em>extend</em> Drupal's base functionality.",,,,,,Välj hur du vill mata ut resultaten. Välj exempelvis <em>Innehåll</em> för att mata ut varje punkt helt med hjälp av dina konfigurerade visningsinställningar. Eller välj <em>Fält</em> som gör det möjligt att mata ut enbart särskilda fält för varje resultat. Ytterligare format kan läggas till genom att installera moduler för att <em>utöka</em> Drupals grundfunktionalitet.,
,"If this view uses fields, they are listed here. You can click on a field to configure it.",,,,,,Om denna vy använder fält visas de här. Du kan klicka på ett fält för att konfigurera det.,
,"Add filters to limit the results in the output. E.g., to only show content that is <em>published</em>, you would add a filter for <em>Published</em> and select <em>Yes</em>.",,,,,,Lägg till filter för att begränsa resultaten i utmatningen. Till exempel för att enbart visa innehåll som är <em>publicerat</em> lägger du till ett filter för <em>Publicerat</em> och välj <em>Ja</em>.,
,Show a preview of the view output.,,,,,,Visa en förhandsgranskning från vyns utmatning.,
,Fallback sort expose settings,,,,,,Exponerade inställningar för resersortering,
,width @data.width,,,,,,bredd @data.width,
,height @data.height,,,,,,höjd @data.height,
,Administer workflows,,,,,,Administrera arbetsflöden,
,A default base theme using Drupal 8.0.0's core markup and CSS.,,,,,,Ett förvalt bastema som använder kärnans uppmärkning och CSS för Drupal 8.0.0,
,There are no changes to import.,,,,,,Det finns inga ändringar att importera.,
,Another request may be importing configuration already.,,,,,,Det kan redan finnas en annan förfrågan som importerar konfiguration.,
,The configuration import failed for the following reasons:,,,,,,Import av konfiguration misslyckades av följande anledningar:,
,BigPipe,,,,,,BigPipe,
,Current workspace,,,,,,Nuvarande arbetsyta,
,Workspace switcher,,,,,,Omkopplare för arbetsyta,
,Delete transition,,,,,,Radera övergång,
,Show &mdash; @configuration.label,,,,,,Visa &mdash; @configuration.label,
,Hide &mdash; @configuration.label,,,,,,Dölj &mdash; @configuration.label,
,Session exists,,,,,,Session existerar,
,Add workspace,,,,,,Lägg till arbetsyta,
,Workspaces,,,,,,Arbetsytor,
,Create and manage workspaces.,,,,,,Skapa och hantera arbetsytor,
,Administer workspaces,,,,,,Administrera arbetsytor,
,Edit workspace %label,,,,,,Redigera arbetsyta %label,
,Workspace ID,,,,,,ID-nummer för arbetsyta.,
,Workspace %info has been created.,,,,,,Arbetsyta %info har skapats.,
,Workspace %info has been updated.,,,,,,Arbetsyta %info har uppdaterats.,
,The workspace could not be saved.,,,,,,Arbetsytan kunde inte sparas.,
,The workspace ID.,,,,,,ID-numret för arbetsyta.,
,Field %field set in %filter is not usable for this filter type. Combined field filter only works for simple fields.,,,,,,Fält %field som är inställt i %filter är inte användbar för denna filtreringstyp. Kombinerade filterfält fungerar enbart för enkla fält.,
,Renders an entity in a view mode.,,,,,,Genererar ett objekt i ett vyläge.,
decimal places,Scale,,,,,,Skala,
,Antigua & Barbuda,,,,,,Antigua och Barbuda,
,Did not save to map table due to NULL value for key field @field,,,,,,Sparade inte till karttabell på grund av INNEHÅLLSLÖST värde för nyckelfält @field,
,A boolean indicating whether the node is visible on the front page.,,,,,,En boolesk som indikerar huruvida noden är synlig på startsidan eller ej.,
,A boolean indicating whether the node should sort to the top of content lists.,,,,,,En boolesk som indikerar huruvida noden skall sorteras överst i innehållslistor eller ej.,
,The %entity_type entity type needs to be installed.,,,,,,Objektet av typ %entity_type måste installeras.,
,The %entity_type entity type needs to be updated.,,,,,,Objektet av typ %entity_type måste uppdateras.,
,The %field_name field needs to be installed.,,,,,,Fältet %field_name måste installeras.,
,The %field_name field needs to be updated.,,,,,,Fältet %field_name måste uppdateras.,
,The %field_name field needs to be uninstalled.,,,,,,Fältet %field_name måste avinstalleras.,
,Custom text: @true_label / @false_label,,,,,,Anpassad text: @true_label / @false_label,
,Display: @true_label / @false_label,,,,,,Visning: @true_label / @false_label,
,An icon that links to the feed URL,,,,,,En ikon som länkar till innehållsflödets URL,
,Parent website of the feed.,,,,,,Ovanliggande hemsida för innehållsflödet.,
,Parent website's description of the feed.,,,,,,Beskrivning av ovanliggande hemsida för innehållsflödet.,
,Language list ID,,,,,,ID-nummer för språklista,
,The %field_type_label field type is used in the following field: @fields,The %field_type_label field type is used in the following fields: @fields,,,,,Fälttypen %field_type_label används i följande fält: @fields,Fälttypen %field_type_label används i följande fält: @fields
,Currently upgrading @migration (@current of @max total tasks),,,,,,Uppgraderar nu @migration (@current av @max totalt antal uppgifter),
,"Congratulations, you upgraded Drupal!",,,,,,"Grattis, du uppgraderade Drupal!",
,Completed 1 upgrade task successfully,Completed @count upgrade tasks successfully,,,,,1 uppgraderingsaktivitet slutfördes,@count uppgraderingsaktiviteter slutfördes
,Running upgrade,,,,,,Kör uppgradering,
,"PHP OPcode caching can improve your site's performance considerably. It is <strong>highly recommended</strong> to have <a href=""http://php.net/manual/opcache.installation.php"" target=""_blank"">OPcache</a> installed on your server.",,,,,,"Cachning av PHP OPcode kan förbättra webbplatsens resultat avsevärt. Det <strong>rekommenderas starkt</strong> att ha <a href=""http://php.net/manual/opcache.installation.php"" target=""_blank"">OPcache</a> installerad på din server.",
,This identifier has illegal characters.,,,,,,Denna identifierare har ogiltiga tecken.,
,workspace,,,,,,arbetsyta,
,Activate Workspace,,,,,,Aktivera arbetsyta,
,Would you like to activate the %workspace workspace?,,,,,,Vill du aktivera arbetsytan %workspace?,
,The workspace name.,,,,,,Namnet för arbetsyta.,
,The workspace owner.,,,,,,Ägaren till arbetsytan.,
,The time that the workspace was last edited.,,,,,,Tidpunkten då arbetsytan senast redigerades.,
,Add a new @entity_type.,,,,,,Lägg till en ny @entity_type.,
,There is no @entity_type yet. @add_link,,,,,,Det finns ingen @entity_type än. @add_link,
,Store new items in,,,,,,Lagra nya objekt i,
,"For more information, refer to the help listed on this page or to the <a href="":docs"">online documentation</a> and <a href="":support"">support</a> pages at <a href="":drupal"">drupal.org</a>.",,,,,,"För mer information, se hjälpen som finns på denna sida eller <a href="":docs"">onlinedokumentationen</a> eller <a href="":support"">supportsidorna</a> på <a href="":drupal"">drupal.org</a>.",
,Module overviews,,,,,,Korta beskrivningar av moduler,
,Module overviews are provided by modules. Overviews available for your installed modules:,,,,,,Korta beskrivningar av moduler tillhandahålls av modulerna själva. Tillgängliga beskrivningar för dina installerade moduler:,
,Delete @entity_type,,,,,,Radera @entity_type,
,View the latest version,,,,,,Visa den senaste versionen,
Entity type label,@count @label,@count @label entities,,,,,@count @label,@count @label objekt
,Create a new workspace,,,,,,Skapa ny arbetsyta,
,View own workspace,,,,,,Visa egen arbetsyta,
,View any workspace,,,,,,Visa en arbetsyta,
,Edit own workspace,,,,,,Redigera egen arbetsyta,
,Edit any workspace,,,,,,Redigera en arbetsyta,
,Delete own workspace,,,,,,Radera egen arbetsyta,
,Delete any workspace,,,,,,Radera en arbetsyta,
,Bypass content entity access in own workspace,,,,,,Kringgå åtkomst till innehållsobjekt i egen arbetsyta,
,Allow all Edit/Update/Delete permissions for all content entities in a workspace owned by the user.,,,,,,Tillåt alla behörigheter för att Redigera/Uppdatera/Radera för alla innehållsobjekt i en arbetsyta som ägs av användaren.,
,Parent path,,,,,,Ovanliggande sökväg,
,Selected combination of day and month is not valid.,,,,,,Vald kombination av dag och månad är inte giltig.,
,The import failed with the following message: %message,,,,,,Importen misslyckades med följande meddelande: %message,
,Parent menu link,,,,,,Länk till överliggande meny,
,Determines if a password needs hashing,,,,,,Avgör om ett lösenord behöver hashning,
,"There is content for the entity type: @entity_type. <a href="":url"">Remove @entity_type_plural</a>.",,,,,,"Det finns innehåll för objektstypen: @entity_type. <a href="":url"">Ta bort @entity_type_plural</a>.",
,View display '@id': Comment field formatter '@name' was disabled because it is using the comment view display '@display' (@mode) that was just disabled.,,,,,,"Visning av vy ""@id"": Fältformaterare för kommentar ""@name"" inaktiverades eftersom den använder vyvisningen för kommentar ""@display"" (@mode) som precis inaktiverades.",
,@name: @langcode,,,,,,@name: @langcode,
,The configuration objects have different language codes so they cannot be translated:,,,,,,Konfigurationsobjekten har olika språkkoder och kan därför inte översättas:,
,Manage form modes,,,,,,Hantera formulärslägen,
,administration theme,,,,,,administrationstema,
,All @entity_type_plural have been deleted.,,,,,,Alla @entity_type_plural har raderats.,
,"Views can be created from the <a href="":list"">Views list page</a> by using the ""Add view"" action. Existing views can be managed from the <a href="":list"">Views list page</a> by locating the view in the ""Enabled"" or ""Disabled"" list and selecting the desired operation action, for example ""Edit"".",,,,,,"Vyer kan skapas från <a href="":list"">Views listsida</a> genom att använda åtgärden ""Lägg till vy"". Befintliga vyer kan hanteras från <a href="":list"">Views listsida</a> genom att hitta vyn i listan ""Aktiverad"" eller ""Ej aktiverad och välja önskade den önskade åtgärden, till exempel ""Redigera"".",
,Content moderation state,,,,,,Modereringsstatus för innehåll,
,content moderation state,,,,,,modereringsstatus för innehåll,
,content moderation states,,,,,,modereringsstatusar för innehåll,
,Default start date,,,,,,Förvalt startdatum,
,Set a default value for the start date.,,,,,,Sätt ett förvalt värde för startdatumet.,
,Set a default value for the end date.,,,,,,Sätt ett förvalt värde för slutdatumet.,
,Configure Content Moderation permissions,,,,,,Konfigurera behörigheter för moderering av innehåll,
,Upgraded @migration (processed 1 item total),Upgraded @migration (processed @count items total),,,,,Uppgraderade @migration (behandlade totalt 1 post),Uppgraderade @migration (behandlade totalt @count poster)
,Continuing with @migration (processed 1 item),Continuing with @migration (processed @count items),,,,,Fortsätter med @migration (behandlat 1 post),Fortsätter med @migration (behandlat @count poster)
,Testing missing dependencies,,,,,,Testar saknade beroenden,
,Minimal profile for running a test when dependencies are listed but missing.,,,,,,Minimal profil för att köra tester när beroenden listats men saknas.,
,"<p>Now that you have an overview of the ""Add languages"" feature, you can continue by:<ul><li>Adding a language</li><li>Adding a custom language</li><li><a href=""[site:url]admin/config/regional/language"">Viewing configured languages</a></li></ul></p>",,,,,,"<p>Nu när du har en översikt över funktionen ""Lägg till språk"" kan du fortsätta genom att:<ul><li>Lägga till ett språk</li><li>Lägga till ett anpassat språk</li><li><a href=""[site:url]admin/config/regional/language"">Visa konfigurerade språk</a></li></ul></p>",
,"<p>Now that you have an overview of the ""Edit language"" feature, you can continue by:<ul><li>Editing a language</li><li><a href=""[site:url]admin/config/regional/language"">Viewing configured languages</a></li></ul></p>",,,,,,"<p>Nu när du har en översikt över funktionen ""Redigera språk"" kan du fortsätta genom att:<ul><li>Redigera ett språk</li><li><a href=""[site:url]admin/config/regional/language"">Visa konfigurerade språk</a></li></ul></p>",
,"<p>Now that you have an overview of the ""Languages"" page, you can continue by:<ul><li><a href=""[site:url]admin/config/regional/language/add"">Adding a language</a></li><li>Reordering languages</li><li>Editing a language</li><li>Deleting a language</li></ul></p>",,,,,,"<p>Nu när du har en översikt över sidan ""Språk"" kan du fortsätta genom att:<ul><li><a href=""[site:url]admin/config/regional/language/add"">Lägga till ett språk</a></li><li>Ändra ordningen på språk</li><li>Redigera ett språk</li><li>Radera ett språk</li></ul></p>",
,"This page allows you to translate the user interface or modify existing translations. If you have installed your site initially in English, you must first add another language on the <a href=""[site:url]admin/config/regional/language"">Languages page</a>, in order to use this page.",,,,,,"Denna sida låter dig översätta användargränssnittet eller ändra befintliga översättningar. Om du först har installerat din webbplats på engelska måste du först lägga ett annat språk på sidan <a href=""[site:url]admin/config/regional/language"">Språk</a> för att kunna använda denna sida.",
,"The translations you have made here will be used on your site's user interface. If you want to use them on another site or modify them on an external translation editor, you can <a href=""[site:url]admin/config/regional/translate/export"">export them</a> to a .po file and <a href=""[site:url]admin/config/regional/translate/import"">import them</a> later.",,,,,,"Översättningar du har gjort här kommer att användas på användargränssnittet för din webbplats. Om du vill använda dem på en annan webbplats eller ändra dem på en extern översättningsredigerare kan du <a href=""[site:url]admin/config/regional/translate/export"">exportera dem</a> till en fil av typ .po och <a href=""[site:url]admin/config/regional/translate/import"">importera dem</a> senare.",
,The field ID.,,,,,,ID-numret för fält.,
,Last upgrade: @date,,,,,,Senaste uppdatering: @date,
,"Your server is capable of displaying file upload progress, but does not have the required libraries. It is recommended to install the <a href=""http://pecl.php.net/package/uploadprogress"">PECL uploadprogress library</a>.",,,,,,"Din server kan visa förlopp vid uppladdning av filer, men saknar de nödvändiga biblioteken. Det rekommenderas att installera biblioteket<a href=""http://pecl.php.net/package/uploadprogress"">PECL uploadprogress</a>.",
,Random number generation,,,,,,Generering av slumpmässigt nummer,
,"Filter by view name, machine name, description, or display path",,,,,,"Filtrera efter namn på vyn, maskinläsbart namn, beskrivning, eller visningssökväg",
,"Enter a part of the view name, machine name, description, or display path to filter by.",,,,,,"Ange en del av namnet på vyn, maskinläsbart namn, beskrivningen eller visningssökväg att filtrera efter.",
,"The Workflows module provides a UI and an API for creating workflows content. This lets site admins define workflows and their states, and then define transitions between those states. For more information, see the <a href="":workflow"">online documentation for the Workflows module</a>.",,,,,,"Modulen Workflows tillhandahåller ett användargränssnitt och ett API för att skapa innehåll i arbetsflöden. Detta låter webbplatsadministratörer definiera arbetsflöden och deras lägen och sedan definiera övergångar mellan dessa lägen.
Se dokumentationen <a href="":workflow"">online om modulen Workflow</a> för mer information.",
,Configure workflows.,,,,,,Konfigurera arbetsflöden.,
,Create and edit workflows.,,,,,,Skapa och redigera arbetsflöden.,
,Edit state,,,,,,Redigera läge,
,Edit transition,,,,,,Redigera övergång,
,From state IDs,,,,,,ID-nummer för läge från,
,From state ID,,,,,,ID-nummer för läge från,
,To state ID,,,,,,ID-nummer för läge till,
,Created the %label Workflow. In order for the workflow to be enabled there needs to be at least one state.,,,,,,Skapade arbetsflödet %label. För att arbetsflödet ska vara aktiverat måste det finnas minst ett läge.,
,Workflow %label deleted.,,,,,,Arbetsflöde %label raderat.,
,There are no states yet.,,,,,,Det finns inga lägen ännu.,
,"This workflow has no states and will be disabled until there is at least one, <a href="":add-state"">add a new state.</a>",,,,,,"Detta arbetsflöde har inget läge och kommer att inaktiveras tills det finns minst ett, <a href="":add-state"">lägg till ett nytt läge.</a>",
,Add a new state,,,,,,Lägg till ett nytt läge,
,There are no transitions yet.,,,,,,Det finns inga övergångar än.,
,Add a new transition,,,,,,Lägg till en ny övergång,
,Saved the %label Workflow.,,,,,,Sparade arbetsflöde %label.,
,Created %label state.,,,,,,Skapade läge %label.,
,Are you sure you want to delete %state from %workflow?,,,,,,Är du säker på att du vill radera %state från %workflow?,
,State %label deleted.,,,,,,Läge %label raderad.,
,Saved %label state.,,,,,,Sparade läge %label.,
,The transition from %from to %to already exists.,,,,,,Övergången från %from till %to finns redan.,
,Created %label transition.,,,,,,Skapade övergång %label.,
,Are you sure you want to delete %transition from %workflow?,,,,,,Är du säker på att du vill radera %transition från %workflow?,
,%transition transition deleted.,,,,,,Övergång %transition raderad.,
,Saved %label transition.,,,,,,Sparade övergång %label.,
,Warnings found,,,,,,Varningar hittades,
,Errors found,,,,,,Fel hittades,
,Translation of either the title or explanation.,,,,,,Översättning av antingen titeln eller förklaringen.,
,Created the %label Workflow.,,,,,,Skapade arbetsflödet %label.,
,There are no transitions to or from this state yet.,,,,,,Det finns inga övergångar till eller från detta läge ännu.,
,"An intentionally plain theme with no styling to demonstrate default Drupal’s HTML and CSS. Learn how to build a custom theme from Stark in the <a href=""https://www.drupal.org/docs/8/theming"">Theming Guide</a>.",,,,,,"Ett medvetet enkelt tema utan stilmallar för att visa Drupals förvalda HTML och CSS. Lär dig skapa ett anpassat tema utifrån Stark i <a href=""https://www.drupal.org/docs/8/theming"">Temautvecklingsguiden</a>.",
,"A base theme with sensible default CSS classes added. Learn how to use Classy as a base theme in the <a href=""https://www.drupal.org/docs/8/theming"">Drupal 8 Theming Guide</a>.",,,,,,"Ett bastema med medvetet standardiserade CSS-klasser tillagda. Lär dig hur du använder Classy som bastema i <a href=""https://www.drupal.org/docs/8/theming"">Drupal 8 Theming Guide</a>.",
,There are no @label yet.,,,,,,Det finns ingen @label än.,
,Merge content,,,,,,Slå ihop innehåll,
,Object type for this string,,,,,,Objekttyp för denna sträng,
,Translation ID.,,,,,,ID-nummer för versättning.,
,Featured Articles,,,,,,Utvalda artiklar,
,The %field date is incomplete.,,,,,,Datumfältet %field är ej komplett.,
,Include locked languages such as <em>Not specified</em> and <em>Not applicable</em>,,,,,,Inkludera låsta språk såsom <em>Ej angivet</em> och <em>Ej tillämpligt</em>,
,This workflow applies to:,,,,,,Detta arbetsflöde gäller för:,
,State %state does not exist on %workflow workflow,,,,,,Läge %state existerar inte i arbetsflöde %workflow,
,Describe this media type. The text will be displayed on the <em>Add new media</em> page.,,,,,,Beskriv denna mediatyp. Denna text kommer att visas på sidan<em>Lägg till ny media</em>.,
,Added media type %name.,,,,,,Lade till mediatyp %name.,
,"No media types available. <a href="":url"">Add media type</a>.",,,,,,"Det finns inga mediatyper. <a href="":url"">Lägg till mediatyp</a>.",
,Remove the @label role from the selected user(s),,,,,,Ta bort rollen @label från vald(a) användare,
,This workflow is in use. You cannot remove this workflow until you have removed all content using it.,,,,,,Detta arbetsflöde används. Du kan inte ta bort det här arbetsflödet förrän du har tagit bort allt innehåll som använder det.,
,Edit %label workflow,,,,,,Redigera arbetsflöde %label,
,This workflow state is in use. You cannot remove this workflow state until you have removed all content using it.,,,,,,Detta arbetsflödesläge används. Du kan inte ta bort det här arbetsflödesläget förrän du har tagit bort allt innehåll som använder det.,
,Find and manage comments.,,,,,,Hitta och hantera kommentarer.,
,The approved comments listing.,,,,,,Listan över godkända kommentarer.,
,Comments published,,,,,,Kommentarer publicerade,
,The unapproved comments listing.,,,,,,Den ej godkända kommentarlistan.,
,Comments unapproved,,,,,,Kommentarer ej godkända,
,!!binary MSBwbGFjZQNAY291bnQgcGxhY2Vz,,,,,,!!binary MSBwbGFjZQNAY291bnQgcGxhY2Vz,
,!!binary MQNAY291bnQ=,,,,,,!!binary MQNAY291bnQ=,
